2000-01-02,1455.22
2000-01-03,1399.42
2000-01-04,1402.11
2000-01-05,1403.45
2000-01-06,1441.47
2000-01-09,1457.6
2000-01-10,1438.56
2000-01-11,1432.25
2000-01-12,1449.68
2000-01-13,1465.15
2000-01-17,1455.14
2000-01-18,1455.9
2000-01-19,1445.57
2000-01-20,1441.36
2000-01-23,1401.53
2000-01-24,1410.03
2000-01-25,1404.09
2000-01-26,1398.56
2000-01-27,1360.16
2000-01-30,1394.46
2000-01-31,1409.28
2000-02-01,1409.12
2000-02-02,1424.97
2000-02-03,1424.37
2000-02-06,1424.24
2000-02-07,1441.72
2000-02-08,1411.7
2000-02-09,1416.83
2000-02-10,1387.12
2000-02-13,1389.94
2000-02-14,1402.05
2000-02-15,1387.67
2000-02-16,1388.26
2000-02-17,1346.09
2000-02-21,1352.17
2000-02-22,1360.69
2000-02-23,1353.43
2000-02-24,1333.36
2000-02-27,1348.05
2000-02-28,1366.42
2000-02-29,1379.19
2000-03-01,1381.76
2000-03-02,1409.17
2000-03-05,1391.28
2000-03-06,1355.62
2000-03-07,1366.7
2000-03-08,1401.69
2000-03-09,1395.07
2000-03-12,1383.62
2000-03-13,1359.15
2000-03-14,1392.15
2000-03-15,1458.47
2000-03-16,1464.47
2000-03-19,1456.63
2000-03-20,1493.87
2000-03-21,1500.64
2000-03-22,1527.35
2000-03-23,1527.46
2000-03-26,1523.86
2000-03-27,1507.73
2000-03-28,1508.52
2000-03-29,1487.92
2000-03-30,1498.58
2000-04-02,1505.97
2000-04-03,1494.73
2000-04-04,1487.37
2000-04-05,1501.34
2000-04-06,1516.35
2000-04-09,1504.46
2000-04-10,1500.59
2000-04-11,1467.17
2000-04-12,1440.51
2000-04-13,1356.56
2000-04-16,1401.44
2000-04-17,1441.61
2000-04-18,1427.47
2000-04-19,1434.54
2000-04-23,1429.86
2000-04-24,1477.44
2000-04-25,1460.99
2000-04-26,1464.92
2000-04-27,1452.43
2000-04-30,1468.25
2000-05-01,1446.29
2000-05-02,1415.1
2000-05-03,1409.57
2000-05-04,1432.63
2000-05-07,1424.17
2000-05-08,1412.14
2000-05-09,1383.05
2000-05-10,1407.81
2000-05-11,1420.96
2000-05-14,1452.36
2000-05-15,1466.04
2000-05-16,1447.8
2000-05-17,1437.21
2000-05-18,1406.95
2000-05-21,1400.72
2000-05-22,1373.86
2000-05-23,1399.05
2000-05-24,1381.52
2000-05-25,1378.02
2000-05-29,1422.45
2000-05-30,1420.6
2000-05-31,1448.81
2000-06-01,1477.26
2000-06-04,1467.63
2000-06-05,1457.84
2000-06-06,1471.36
2000-06-07,1461.67
2000-06-08,1456.95
2000-06-11,1446.0
2000-06-12,1469.44
2000-06-13,1470.54
2000-06-14,1478.73
2000-06-15,1464.46
2000-06-18,1486.0
2000-06-19,1475.95
2000-06-20,1479.13
2000-06-21,1452.18
2000-06-22,1441.48
2000-06-25,1455.31
2000-06-26,1450.55
2000-06-27,1454.82
2000-06-28,1442.39
2000-06-29,1454.6
2000-07-02,1469.54
2000-07-04,1446.23
2000-07-05,1456.67
2000-07-06,1478.9
2000-07-09,1475.62
2000-07-10,1480.88
2000-07-11,1492.92
2000-07-12,1495.84
2000-07-13,1509.98
2000-07-16,1510.49
2000-07-17,1493.74
2000-07-18,1481.96
2000-07-19,1495.57
2000-07-20,1480.19
2000-07-23,1464.29
2000-07-24,1474.47
2000-07-25,1452.42
2000-07-26,1449.62
2000-07-27,1419.89
2000-07-30,1430.83
2000-07-31,1438.1
2000-08-01,1438.7
2000-08-02,1452.56
2000-08-03,1462.93
2000-08-06,1479.32
2000-08-07,1482.8
2000-08-08,1472.87
2000-08-09,1460.25
2000-08-10,1471.84
2000-08-13,1491.56
2000-08-14,1484.43
2000-08-15,1479.85
2000-08-16,1496.07
2000-08-17,1491.72
2000-08-20,1499.48
2000-08-21,1498.13
2000-08-22,1505.97
2000-08-23,1508.31
2000-08-24,1506.45
2000-08-27,1514.09
2000-08-28,1509.84
2000-08-29,1502.59
2000-08-30,1517.68
2000-08-31,1520.77
2000-09-04,1507.08
2000-09-05,1492.25
2000-09-06,1502.51
2000-09-07,1494.5
2000-09-10,1489.26
2000-09-11,1481.99
2000-09-12,1484.91
2000-09-13,1480.87
2000-09-14,1465.81
2000-09-17,1444.51
2000-09-18,1459.9
2000-09-19,1451.34
2000-09-20,1449.05
2000-09-21,1448.72
2000-09-24,1439.03
2000-09-25,1427.21
2000-09-26,1426.57
2000-09-27,1458.29
2000-09-28,1436.51
2000-10-01,1436.23
2000-10-02,1426.46
2000-10-03,1434.32
2000-10-04,1436.28
2000-10-05,1408.99
2000-10-08,1402.03
2000-10-09,1387.02
2000-10-10,1364.59
2000-10-11,1329.78
2000-10-12,1374.17
2000-10-15,1374.62
2000-10-16,1349.97
2000-10-17,1342.13
2000-10-18,1388.76
2000-10-19,1396.93
2000-10-22,1395.78
2000-10-23,1398.13
2000-10-24,1364.9
2000-10-25,1364.44
2000-10-26,1379.58
2000-10-29,1398.66
2000-10-30,1429.4
2000-10-31,1421.22
2000-11-01,1428.32
2000-11-02,1426.69
2000-11-05,1432.19
2000-11-06,1431.87
2000-11-07,1409.28
2000-11-08,1400.14
2000-11-09,1365.98
2000-11-12,1351.26
2000-11-13,1382.95
2000-11-14,1389.81
2000-11-15,1372.32
2000-11-16,1367.72
2000-11-19,1342.62
2000-11-20,1347.35
2000-11-21,1322.36
2000-11-23,1341.77
2000-11-26,1348.97
2000-11-27,1336.09
2000-11-28,1341.91
2000-11-29,1314.95
2000-11-30,1315.23
2000-12-03,1324.97
2000-12-04,1376.54
2000-12-05,1351.46
2000-12-06,1343.55
2000-12-07,1369.89
2000-12-10,1380.2
2000-12-11,1371.18
2000-12-12,1359.99
2000-12-13,1340.93
2000-12-14,1312.15
2000-12-17,1322.74
2000-12-18,1305.6
2000-12-19,1264.74
2000-12-20,1274.86
2000-12-21,1305.97
2000-12-25,1315.19
2000-12-26,1328.92
2000-12-27,1334.22
2000-12-28,1320.28
2001-01-01,1283.27
2001-01-02,1347.56
2001-01-03,1333.34
2001-01-04,1298.35
2001-01-07,1295.86
2001-01-08,1300.8
2001-01-09,1313.27
2001-01-10,1326.82
2001-01-11,1318.32
2001-01-15,1326.65
2001-01-16,1329.47
2001-01-17,1347.97
2001-01-18,1342.54
2001-01-21,1342.9
2001-01-22,1360.4
2001-01-23,1364.3
2001-01-24,1357.51
2001-01-25,1354.95
2001-01-28,1364.17
2001-01-29,1373.73
2001-01-30,1366.01
2001-01-31,1373.47
2001-02-01,1349.47
2001-02-04,1354.31
2001-02-05,1352.26
2001-02-06,1340.89
2001-02-07,1332.53
2001-02-08,1314.76
2001-02-11,1330.31
2001-02-12,1318.8
2001-02-13,1315.92
2001-02-14,1326.61
2001-02-15,1301.53
2001-02-19,1278.94
2001-02-20,1255.27
2001-02-21,1252.82
2001-02-22,1245.86
2001-02-25,1267.65
2001-02-26,1257.94
2001-02-27,1239.94
2001-02-28,1241.23
2001-03-01,1234.18
2001-03-04,1241.41
2001-03-05,1253.8
2001-03-06,1261.89
2001-03-07,1264.74
2001-03-08,1233.42
2001-03-11,1180.16
2001-03-12,1197.66
2001-03-13,1166.71
2001-03-14,1173.56
2001-03-15,1150.53
2001-03-18,1170.81
2001-03-19,1142.62
2001-03-20,1122.14
2001-03-21,1117.58
2001-03-22,1139.83
2001-03-25,1152.69
2001-03-26,1182.17
2001-03-27,1153.29
2001-03-28,1147.95
2001-03-29,1160.33
2001-04-01,1145.87
2001-04-02,1106.46
2001-04-03,1103.25
2001-04-04,1151.44
2001-04-05,1128.43
2001-04-08,1137.59
2001-04-09,1168.38
2001-04-10,1165.89
2001-04-11,1183.5
2001-04-15,1179.68
2001-04-16,1191.81
2001-04-17,1238.16
2001-04-18,1253.7
2001-04-19,1242.98
2001-04-22,1224.36
2001-04-23,1209.47
2001-04-24,1228.75
2001-04-25,1234.52
2001-04-26,1253.05
2001-04-29,1249.46
2001-04-30,1266.44
2001-05-01,1267.43
2001-05-02,1248.58
2001-05-03,1266.61
2001-05-06,1263.51
2001-05-07,1261.2
2001-05-08,1255.54
2001-05-09,1255.18
2001-05-10,1245.67
2001-05-13,1248.92
2001-05-14,1249.44
2001-05-15,1284.99
2001-05-16,1288.49
2001-05-17,1291.96
2001-05-20,1312.83
2001-05-21,1309.38
2001-05-22,1289.05
2001-05-23,1293.17
2001-05-24,1277.89
2001-05-28,1267.93
2001-05-29,1248.08
2001-05-30,1255.82
2001-05-31,1260.67
2001-06-03,1267.11
2001-06-04,1283.57
2001-06-05,1270.03
2001-06-06,1276.96
2001-06-07,1264.96
2001-06-10,1254.39
2001-06-11,1255.85
2001-06-12,1241.6
2001-06-13,1219.87
2001-06-14,1214.36
2001-06-17,1208.43
2001-06-18,1212.58
2001-06-19,1223.14
2001-06-20,1237.04
2001-06-21,1225.35
2001-06-24,1218.6
2001-06-25,1216.76
2001-06-26,1211.07
2001-06-27,1226.2
2001-06-28,1224.42
2001-07-01,1236.71
2001-07-02,1234.45
2001-07-04,1219.24
2001-07-05,1190.59
2001-07-08,1198.78
2001-07-09,1181.52
2001-07-10,1180.18
2001-07-11,1208.14
2001-07-12,1215.68
2001-07-15,1202.45
2001-07-16,1214.44
2001-07-17,1207.71
2001-07-18,1215.02
2001-07-19,1210.85
2001-07-22,1191.03
2001-07-23,1171.65
2001-07-24,1190.49
2001-07-25,1202.93
2001-07-26,1205.82
2001-07-29,1204.52
2001-07-30,1211.23
2001-07-31,1215.93
2001-08-01,1220.75
2001-08-02,1214.35
2001-08-05,1200.48
2001-08-06,1204.4
2001-08-07,1183.53
2001-08-08,1183.43
2001-08-09,1190.16
2001-08-12,1191.29
2001-08-13,1186.73
2001-08-14,1178.02
2001-08-15,1181.66
2001-08-16,1161.97
2001-08-19,1171.41
2001-08-20,1157.26
2001-08-21,1165.31
2001-08-22,1162.09
2001-08-23,1184.93
2001-08-26,1179.21
2001-08-27,1161.51
2001-08-28,1148.6
2001-08-29,1129.03
2001-08-30,1133.58
2001-09-03,1132.94
2001-09-04,1131.74
2001-09-05,1106.4
2001-09-06,1085.78
2001-09-09,1092.54
2001-09-16,1038.77
2001-09-17,1032.74
2001-09-18,1016.1
2001-09-19,984.54
